budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
55000000,Scott Rudin Productions,USA,Paul Greengrass,Biography,107100855,Captain Phillips,PG-13,11/10/13,134,7.8,Tom Hanks,354410,Billy Ray,2013
2500000,Andrew Lauren Productions (ALP),USA,James Ponsoldt,Comedy,6851969,The Spectacular Now,R,13/09/13,95,7.1,Miles Teller,119642,Scott Neustadter,2013
103000000,Green Hat Films,USA,Todd Phillips,Comedy,112200072,The Hangover Part III,R,23/05/13,100,5.9,Bradley Cooper,245488,Todd Phillips,2013
58000000,Twentieth Century Fox Film Corporation,USA,Shawn Levy,Comedy,44672764,The Internship,PG-13,07/06/13,119,6.3,Vince Vaughn,169189,Vince Vaughn,2013
215000000,Walt Disney Pictures,USA,Gore Verbinski,Action,89302115,The Lone Ranger,PG-13,03/07/13,150,6.5,Johnny Depp,194951,Justin Haythe,2013
215000000,Walt Disney Pictures,USA,Sam Raimi,Adventure,234911825,Oz the Great and Powerful,PG,08/03/13,130,6.3,James Franco,183680,Mitchell Kapner,2013
16000000,Gaumont,Australia,Anne Fontaine,Drama,317125,Adore,R,25/10/13,100,6.2,Naomi Watts,26214,Anne Fontaine,2013
200000000,Walt Disney Pictures,USA,Dan Scanlon,Animation,268492764,Monsters University,G,21/06/13,104,7.3,Billy Crystal,258992,Dan Scanlon,2013
4800000,Space Rocket Nation,Denmark,Nicolas Winding Refn,Crime,778565,Sólo Dios perdona,R,20/09/13,90,5.7,Ryan Gosling,91897,Nicolas Winding Refn,2013
150000000,Columbia Pictures,USA,Roland Emmerich,Action,73103784,White House Down,PG-13,28/06/13,131,6.4,Channing Tatum,176922,James Vanderbilt,2013
11000000,No Trace Camping,Ireland,Michael Dowse,Comedy,3452117,What If,PG-13,15/08/14,98,6.8,Daniel Radcliffe,57422,Elan Mastai,2013
5000000,FilmDistrict,USA,James Wan,Horror,83586447,Insidious: Chapter 2,PG-13,13/09/13,106,6.6,Patrick Wilson,123320,Leigh Whannell,2013
30000000,Endgame Entertainment,USA,Steven Soderbergh,Crime,32172757,Side Effects,R,08/02/13,106,7.1,Rooney Mara,157546,Scott Z. Burns,2013
90000000,Fox 2000 Pictures,USA,Thor Freudenthal,Adventure,68559554,Percy Jackson: Sea of Monsters,PG,07/08/13,106,5.9,Logan Lerman,93908,Marc Guggenheim,2013
84000000,Summit Entertainment,USA,Dean Parisot,Action,53262560,RED 2,PG-13,19/07/13,116,6.7,Bruce Willis,136471,Jon Hoeber,2013
8000000,Exclusive Media Group,USA,John Carney,Comedy,16170632,Begin Again,R,11/07/14,104,7.4,Keira Knightley,115851,John Carney,2013
38000000,Entertainment One,USA,David Twohy,Action,42025135,Riddick,R,06/09/13,119,6.4,Vin Diesel,134609,David Twohy,2013
40000000,Chockstone Pictures,USA,Andrew Niccol,Action,26627201,The Host,PG-13,29/03/13,125,5.9,Saoirse Ronan,98678,Andrew Niccol,2013
5000000,Steel Mill Pictures,UK,Jon S. Baird,Comedy,34321,Filth,R,24/04/14,97,7.1,James McAvoy,84261,Jon S. Baird,2013
40000000,Warner Bros.,USA,Brian Helgeland,Biography,95001343,42,PG-13,12/04/13,128,7.5,Chadwick Boseman,71006,Brian Helgeland,2013
92000000,Twentieth Century Fox Film Corporation,USA,John Moore,Action,67349198,A Good Day to Die Hard,R,14/02/13,98,5.3,Bruce Willis,175817,Skip Woods,2013
130000000,Columbia Pictures,USA,M. Night Shyamalan,Action,60522097,After Earth,PG-13,31/05/13,100,4.9,Jaden Smith,169422,Gary Whitta,2013
5000000,Sycamore Pictures,USA,Nat Faxon,Comedy,21501098,The Way Way Back,PG-13,26/07/13,103,7.4,Steve Carell,124197,Nat Faxon,2013
175000000,H2F Entertainment,USA,Carl Rinsch,Action,38362475,47 Ronin,PG-13,25/12/13,119,6.3,Keanu Reeves,125778,Chris Morgan,2013
18000000,Gravier Productions,USA,Woody Allen,Drama,33405481,Blue Jasmine,PG-13,23/08/13,98,7.3,Cate Blanchett,164208,Woody Allen,2013
30000000,Follow Through Productions,USA,Lee Daniels,Biography,116632095,Lee Daniels' The Butler,PG-13,16/08/13,132,7.2,Forest Whitaker,94884,Danny Strong,2013
22000000,Open Road Films (II),USA,Gary Fleder,Action,19783777,Homefront,R,27/11/13,100,6.5,Jason Statham,90430,Sylvester Stallone,2013
25000000,The Weinstein Company,USA,John Wells,Drama,37738503,August: Osage County,R,10/01/14,121,7.2,Meryl Streep,73438,Tracy Letts,2013
195000000,New Line Cinema,USA,Bryan Singer,Adventure,65187603,Jack the Giant Slayer,PG-13,01/03/13,114,6.3,Nicholas Hoult,113861,Darren Lemke,2013
130000000,Universal Pictures,USA,Robert Schwentke,Action,33618855,R.I.P.D.,PG-13,19/07/13,100,5.6,Ryan Reynolds,99230,Phil Hay,2013
13000000,Relativity Media,USA,Jon Lucas,Comedy,25682380,21 & Over,R,01/03/13,93,5.9,Miles Teller,64737,Jon Lucas,2013
30000000,FilmDistrict,USA,Niels Arden Oplev,Action,10880926,Dead Man Down,R,08/03/13,118,6.5,Colin Farrell,57854,J.H. Wyman,2013
11000000,CBS Films,USA,Ethan Coen,Drama,13235319,Inside Llewyn Davis,R,10/01/14,104,7.5,Oscar Isaac,109079,Joel Coen,2013
20000000,AR Films,Russia,Robert Rodriguez,Action,8008161,Machete Kills,R,11/10/13,107,5.6,Danny Trejo,64085,Kyle Ward,2013
7000000,Recorded Picture Company (RPC),Germany,Jim Jarmusch,Comedy,1879534,Sólo los amantes sobreviven,R,17/04/15,123,7.3,Tilda Swinton,70934,Jim Jarmusch,2013
35000000,Walt Disney Pictures,USA,John Lee Hancock,Biography,83301580,Saving Mr. Banks,PG-13,20/12/13,125,7.5,Emma Thompson,128240,Kelly Marcel,2013
35000000,Aggregate Films,USA,Seth Gordon,Comedy,134506920,Identity Thief,R,08/02/13,111,5.7,Jason Bateman,105070,Craig Mazin,2013
20000000,Pathé,UK,Danny Boyle,Crime,2319187,Trance,R,03/05/13,101,7,James McAvoy,99164,Joe Ahearne,2013
61000000,Universal Pictures,USA,Baltasar Kormákur,Action,75612460,2 Guns,R,02/08/13,109,6.7,Denzel Washington,168840,Blake Masters,2013
12000000,Open Road Films (II),USA,Joshua Michael Stern,Biography,16117443,Jobs,PG-13,16/08/13,128,5.9,Ashton Kutcher,83258,Matt Whiteley,2013
3000000,Faliro House Productions,USA,Richard Linklater,Drama,8114627,Before Midnight,R,14/06/13,109,7.9,Ethan Hawke,108281,Richard Linklater,2013
15000000,Exclusive Media Group,USA,Ric Roman Waugh,Action,42930462,Snitch,PG-13,22/02/13,112,6.5,Dwayne Johnson,69553,Justin Haythe,2013
10000000,Millennium Films,USA,Rob Epstein,Biography,356582,Lovelace,R,20/09/13,93,6.2,Amanda Seyfried,33357,Andy Bellin,2013
8000000,American Zoetrope,USA,Sofia Coppola,Biography,5841046,The Bling Ring,R,21/06/13,90,5.6,Katie Chang,72810,Sofia Coppola,2013
35000000,Two Ton Films,USA,Justin Zackham,Comedy,21784432,The Big Wedding,R,26/04/13,100,5.6,Robert De Niro,40708,Justin Zackham,2013
35000000,Incentive Filmed Entertainment,USA,Taylor Hackford,Action,17609982,Parker,R,25/01/13,118,6.2,Jason Statham,97771,John J. McLaughlin,2013
19000000,Fox 2000 Pictures,USA,Brian Percival,Drama,21488481,The Book Thief,PG-13,27/11/13,131,7.6,Sophie Nélisse,108953,Markus Zusak,2013
50000000,Paramount Pictures,USA,Adam McKay,Comedy,127352707,Anchorman 2: The Legend Continues,PG-13,18/12/13,119,6.3,Will Ferrell,142452,Will Ferrell,2013
105000000,Columbia Pictures,USA,Raja Gosnell,Animation,71017784,The Smurfs 2,PG,31/07/13,105,5.4,Neil Patrick Harris,30631,J. David Stem,2013
13000000,TriStar Pictures,USA,Brad Anderson,Crime,51872378,The Call,R,15/03/13,100,6.7,Halle Berry,95726,Richard D'Ovidio,2013
1066167,The Lab of Madness,USA,Jeremy Saulnier,Crime,258113,Blue Ruin,R,09/07/14,90,7.1,Macon Blair,51447,Jeremy Saulnier,2013
30000000,New Line Cinema,USA,Don Scardino,Adventure,22525921,The Incredible Burt Wonderstone,PG-13,15/03/13,100,5.9,Steve Carell,63722,Jonathan Goldstein,2013
8500000,Voltage Pictures,UK,Terry Gilliam,Comedy,219438,The Zero Theorem,R,19/08/14,107,6.1,Christoph Waltz,38378,Pat Rushin,2013
28000000,CBS Films,USA,Jon Turteltaub,Comedy,63914167,Last Vegas,PG-13,01/11/13,105,6.6,Robert De Niro,114125,Dan Fogelman,2013
10900000,DJ Films,UK,Amma Asante,Biography,10726630,Belle,PG,13/06/14,100,7.4,Gugu Mbatha-Raw,23053,Misan Sagay,2013
20000000,Dimension Films,USA,Malcolm D. Lee,Comedy,32015787,Scary Movie 5,PG-13,12/04/13,88,3.5,Simon Rex,54324,David Zucker,2013
12000000,The Weinstein Company,UK,Stephen Frears,Biography,37707719,Philomena,PG-13,27/11/13,98,7.6,Judi Dench,82660,Steve Coogan,2013
30000000,Regency Enterprises,USA,Brad Furman,Crime,19316646,Runner Runner,R,04/10/13,88,5.6,Ben Affleck,55262,Brian Koppelman,2013
9000000,Before The Door Pictures,USA,J.C. Chandor,Action,6263670,All Is Lost,PG-13,07/11/13,106,6.9,Robert Redford,64524,J.C. Chandor,2013
12000000,Paramount Vantage,USA,Alexander Payne,Adventure,17654912,Nebraska,R,24/01/14,115,7.7,Bruce Dern,97893,Bob Nelson,2013
50000,erbp,USA,Shane Carruth,Drama,444098,Upstream Color,NOT RATED,03/01/14,96,6.7,Amy Seimetz,25775,Shane Carruth,2013
8000000,Fox Searchlight Pictures,USA,Nicole Holofcener,Comedy,17536788,Enough Said,PG-13,11/10/13,93,7.1,Julia Louis-Dreyfus,52358,Nicole Holofcener,2013
28000000,Corsan,Belgium,Paul Haggis,Drama,1019038,Amores infieles,R,20/03/15,137,6.4,Liam Neeson,22766,Paul Haggis,2013
100000000,Twentieth Century Fox Animation,USA,Chris Wedge,Animation,107518682,Epic,PG,24/05/13,102,6.7,Amanda Seyfried,90501,James V. Hart,2013
26000000,Touchstone Pictures,USA,Ken Scott,Comedy,30664106,Delivery Man,PG-13,22/11/13,105,6.4,Vince Vaughn,65081,Ken Scott,2013
1500000,3 Arts Entertainment,USA,Maggie Carey,Comedy,3447339,The To Do List,R,26/07/13,104,5.8,Aubrey Plaza,32105,Maggie Carey,2013
3500000,Alliance Films,USA,Scott Stewart,Horror,17411930,Dark Skies,PG-13,22/02/13,97,6.3,Keri Russell,61914,Scott Stewart,2013
18000000,Indian Paintbrush,USA,Jason Reitman,Drama,13362308,Labor Day,PG-13,31/01/14,111,6.9,Kate Winslet,35029,Jason Reitman,2013
20000000,Lionsgate,UK,Steven Knight,Action,34956,Redemption,R,23/08/13,100,6.2,Jason Statham,56365,Steven Knight,2013
78000000,Columbia Pictures,USA,Cody Cameron,Animation,119793567,Cloudy with a Chance of Meatballs 2,PG,27/09/13,95,6.4,Bill Hader,71615,Erica Rivinoja,2013
250000,Prettybird,USA,Paul Schrader,Drama,49494,The Canyons,R,02/08/13,99,3.9,Lindsay Lohan,9126,Bret Easton Ellis,2013
30000000,Studio Ghibli,Japan,Hayao Miyazaki,Animation,5209580,Se levanta el viento,PG-13,21/02/14,126,7.8,Hideaki Anno,51601,Hayao Miyazaki,2013
28000000,DreamWorks,USA,Bill Condon,Biography,3254172,The Fifth Estate,R,18/10/13,128,6.2,Benedict Cumberbatch,32623,Daniel Domscheit-Berg,2013
35000000,Emmett/Furla/Oasis Films (EFO Films),USA,Allen Hughes,Crime,19701164,Broken City,R,18/01/13,109,6.2,Mark Wahlberg,67526,Brian Tucker,2013
16000000,Worldview Entertainment,USA,James Gray,Drama,2013456,The Immigrant,R,23/05/14,120,6.6,Marion Cotillard,23805,James Gray,2013
900000,Forest Whitaker's Significant Productions,USA,Ryan Coogler,Biography,16097842,Fruitvale Station,R,26/07/13,85,7.5,Michael B. Jordan,59913,Ryan Coogler,2013
18000000,Archer Street Productions,Switzerland,Jonathan Teplitzky,Biography,4435083,Un pasado imborrable,R,23/05/14,116,7.1,Colin Firth,31065,Frank Cottrell Boyce,2013
35000000,Relativity Media,USA,Robert Luketic,Drama,7376027,Paranoia,PG-13,16/08/13,106,5.7,Liam Hemsworth,30891,Jason Hall,2013
40000000,Callahan Filmworks,USA,Peter Segal,Comedy,29807260,Grudge Match,PG-13,25/12/13,113,6.4,Robert De Niro,50116,Tim Kelleher,2013
15000000,Ecosse Films,UK,Oliver Hirschbiegel,Biography,331634,Diana,PG-13,20/12/13,113,5.5,Naomi Watts,16386,Stephen Jeffreys,2013
135000000,DreamWorks Animation,USA,David Soren,Animation,83028128,Turbo,PG,17/07/13,96,6.5,Ryan Reynolds,67648,Darren Lemke,2013
2500000,Open Road Films,USA,Michael Tiddes,Comedy,40041683,A Haunted House,R,11/01/13,86,5.1,Marlon Wayans,37158,Marlon Wayans,2013
4000000,Worldview Entertainment,USA,Ti West,Horror,9039,The Sacrament,R,01/05/14,99,6.1,Joe Swanberg,13644,Ti West,2013
50000000,Prana Studios,USA,Klay Hall,Animation,90288712,Planes,PG,09/08/13,91,5.8,Carlos Alazraqui,37338,John Lasseter,2013
15000000,Dickhouse Productions,USA,Jeff Tremaine,Comedy,102003019,Bad Grandpa,R,25/10/13,92,6.5,Johnny Knoxville,81683,Johnny Knoxville,2013
4000000,Worldview Entertainment,USA,David Gordon Green,Drama,373375,Joe,R,11/04/14,117,6.9,Nicolas Cage,39431,Gary Hawkins,2013
3300000,Day Twenty- Eight Films,USA,Ron Krauss,Drama,1359563,Gimme Shelter,PG-13,29/10/14,100,6.5,Vanessa Hudgens,7082,Ron Krauss,2013
7000000,"Safran Company, The",Spain,Jorge Dorado,Drama,4288,Anna,R,24/01/14,99,6.5,Mark Strong,16817,Guy Holmes,2013
25000000,China Film Group,USA,Keanu Reeves,Action,100144,Man of Tai Chi,R,05/07/13,105,6.1,Tiger Hu Chen,30477,Michael G. Cooney,2013
6500000,Scott Free Productions,UK,Zal Batmanglij,Adventure,2268296,The East,PG-13,28/06/13,116,6.8,Brit Marling,44425,Zal Batmanglij,2013
25500000,Les Productions du Trésor,France,Guillaume Canet,Crime,41229,Blood Ties,R,01/11/13,127,6.5,Clive Owen,16156,Guillaume Canet,2013
8500000,Worldview Entertainment,UK,Eran Creevy,Action,6787,Welcome to the Punch,R,15/03/13,99,6.1,James McAvoy,28765,Eran Creevy,2013
5000000,Unclaimed Freight Productions,USA,Randall Miller,Drama,40040,CBGB,R,11/10/13,101,6.6,Alan Rickman,7038,Jody Savin,2013
10000000,"American Film Company, The",USA,Peter Landesman,Drama,652355,Parkland,PG-13,02/10/13,93,6.3,Zac Efron,12682,Peter Landesman,2013
5000000,Alebrije Cine y Video,Mexico,Eugenio Derbez,Comedy,44467206,Instructions Not Included,PG-13,06/09/13,115,7.6,Eugenio Derbez,24412,Guillermo Ríos,2013
1000000,Sikhya Entertainment,India,Ritesh Batra,Drama,4231500,The Lunchbox,PG,20/09/13,104,7.8,Irrfan Khan,36929,Ritesh Batra,2013
35000000,Videovision Entertainment,UK,Justin Chadwick,Biography,8323085,Mandela: Long Walk to Freedom,PG-13,25/12/13,141,7.1,Idris Elba,23075,William Nicholson,2013
38600000,Block 2 Pictures,Hong Kong,Kar-Wai Wong,Action,6594959,The Grandmaster,PG-13,30/08/13,130,6.5,Tony Chiu-Wai Leung,26489,Kar-Wai Wong,2013
17000000,Universal Pictures,USA,Malcolm D. Lee,Comedy,70525195,The Best Man Holiday,R,15/11/13,123,6.7,Monica Calhoun,12301,Malcolm D. Lee,2013
30000000,Art Pictures Studio,Russia,Fedor Bondarchuk,Action,1013945,Stalingrad,R,10/10/13,131,5.6,Mariya Smolnikova,13238,Sergey Snezhkin,2013
12000000,Abbolita Productions,USA,Daniel Schechter,Comedy,261695,Life of Crime,R,29/08/14,98,5.8,Jennifer Aniston,14145,Daniel Schechter,2013
11000000,Memento Films Production,France,Asghar Farhadi,Drama,1330596,El pasado,PG-13,07/08/14,130,7.8,Bérénice Bejo,37148,Asghar Farhadi,2013
81000000,Twentieth Century Fox Film Corporation,UK,Matthew Vaughn,Action,128261724,Kingsman: The Secret Service,R,13/02/15,129,7.7,Colin Firth,467659,Jane Goldman,2014
165000000,Paramount Pictures,USA,Christopher Nolan,Adventure,188020017,Interstellar,PG-13,07/11/14,169,8.6,Matthew McConaughey,1095553,Jonathan Nolan,2014
170000000,Marvel Studios,USA,James Gunn,Action,333176600,Guardians of the Galaxy,PG-13,01/08/14,121,8.1,Chris Pratt,791340,James Gunn,2014
15000000,Universal Pictures International (UPI),UK,Alex Garland,Drama,25442958,Ex Machina,R,24/04/15,108,7.7,Alicia Vikander,355666,Alex Garland,2014
61000000,Twentieth Century Fox Film Corporation,USA,David Fincher,Crime,167767189,Gone Girl,R,03/10/14,149,8.1,Ben Affleck,660194,Gillian Flynn,2014
20000000,Thunder Road Pictures,USA,Chad Stahelski,Action,43037835,John Wick,R,24/10/14,101,7.3,Keanu Reeves,355140,Derek Kolstad,2014
25000000,Fox Searchlight Pictures,USA,Wes Anderson,Adventure,59100318,The Grand Budapest Hotel,R,28/03/14,99,8.1,Ralph Fiennes,550331,Stefan Zweig,2014
3300000,Bold Films,USA,Damien Chazelle,Drama,13092000,Whiplash,R,23/01/15,107,8.5,Miles Teller,503754,Damien Chazelle,2014
34000000,Twentieth Century Fox Film Corporation,USA,Wes Ball,Action,102427862,The Maze Runner,PG-13,19/09/14,113,6.8,Dylan O'Brien,344991,Noah Oppenheim,2014
6500000,New Line Cinema,USA,John R. Leonetti,Horror,84273813,Annabelle,R,03/10/14,99,5.4,Ward Horton,99635,Gary Dauberman,2014
2000000,Northern Lights Films,USA,David Robert Mitchell,Horror,14673301,It Follows,R,27/03/15,100,6.9,Maika Monroe,147224,David Robert Mitchell,2014
85000000,Summit Entertainment,USA,Neil Burger,Adventure,150947895,Divergent,PG-13,21/03/14,139,6.7,Shailene Woodley,370154,Evan Daugherty,2014
14000000,Black Bear Pictures,UK,Morten Tyldum,Biography,91125683,The Imitation Game,PG-13,25/12/14,114,8,Benedict Cumberbatch,547832,Graham Moore,2014
170000000,Chernin Entertainment,USA,Matt Reeves,Action,208545589,Dawn of the Planet of the Apes,PG-13,11/07/14,130,7.6,Gary Oldman,355042,Mark Bomback,2014
178000000,Warner Bros.,USA,Doug Liman,Action,100206256,Edge of Tomorrow,PG-13,06/06/14,113,7.9,Tom Cruise,486882,Christopher McQuarrie,2014
55000000,Columbia Pictures,USA,Antoine Fuqua,Action,101530738,The Equalizer,R,26/09/14,132,7.2,Denzel Washington,254915,Richard Wenk,2014
210000000,Paramount Pictures,USA,Michael Bay,Action,245439076,Transformers: Age of Extinction,PG-13,27/06/14,165,5.7,Mark Wahlberg,263822,Ehren Kruger,2014
50000000,Columbia Pictures,USA,Phil Lord,Action,191719337,22 Jump Street,R,13/06/14,112,7.1,Channing Tatum,288814,Michael Bacall,2014
68000000,Columbia Pictures,USA,David Ayer,Action,85817906,Fury,R,17/10/14,134,7.6,Brad Pitt,341512,David Ayer,2014
12000000,Fox 2000 Pictures,USA,Josh Boone,Drama,124872350,The Fault in Our Stars,PG-13,06/06/14,126,7.8,Shailene Woodley,280217,Scott Neustadter,2014
18000000,New Regency Pictures,USA,Alejandro González Iñárritu,Comedy,42340598,Birdman or (The Unexpected Virtue of Ignorance),R,14/11/14,119,7.8,Michael Keaton,455260,Alejandro González Iñárritu,2014
8500000,Bold Films,USA,Dan Gilroy,Crime,32381218,Nightcrawler,R,31/10/14,118,7.9,Jake Gyllenhaal,347271,Dan Gilroy,2014
200000000,Twentieth Century Fox Film Corporation,USA,Bryan Singer,Action,233921534,X-Men: Days of Future Past,PG-13,23/05/14,132,8,Patrick Stewart,565997,Simon Kinberg,2014
2000000,Screen Australia,Australia,Jennifer Kent,Drama,924279,The Babadook,NOT RATED,28/11/14,93,6.8,Essie Davis,141407,Jennifer Kent,2014
58800000,Warner Bros.,USA,Clint Eastwood,Action,350126372,American Sniper,R,16/01/15,133,7.3,Bradley Cooper,362949,Jason Hall,2014
170000000,Marvel Entertainment,USA,Anthony Russo,Action,259766572,Captain America: The Winter Soldier,PG-13,04/04/14,136,7.8,Chris Evans,559974,Christopher Markus,2014
60000000,Warner Bros.,Australia,Phil Lord,Animation,257760692,The Lego Movie,PG,07/02/14,100,7.8,Chris Pratt,274608,Phil Lord,2014
1500000,Cross Creek Pictures,Canada,Jon Watts,Horror,55007,El payaso del mal,R,17/06/16,100,5.7,Andy Powers,16279,Christopher Ford,2014
40000000,EuropaCorp,France,Luc Besson,Action,126663600,Lucy,R,25/07/14,89,6.4,Scarlett Johansson,363219,Luc Besson,2014
200000000,Marvel Enterprises,USA,Marc Webb,Action,202853933,The Amazing Spider-Man 2,PG-13,02/05/14,142,6.7,Andrew Garfield,352313,Alex Kurtzman,2014
165000000,FortyFour Studios,USA,Don Hall,Animation,222527828,Big Hero 6,PG,07/11/14,102,7.8,Ryan Potter,320396,Jordan Roberts,2014
180000000,Roth Films,USA,Robert Stromberg,Action,241410378,Maleficent,PG,30/05/14,97,7,Angelina Jolie,275137,Linda Woolverton,2014
125000000,Paramount Pictures,USA,Darren Aronofsky,Action,101200044,Noah,PG-13,28/03/14,138,5.8,Russell Crowe,213644,Darren Aronofsky,2014
15000000,Working Title Films,UK,James Marsh,Biography,35893537,The Theory of Everything,PG-13,26/11/14,123,7.7,Eddie Redmayne,310187,Anthony McCarten,2014
250000000,New Line Cinema,New Zealand,Peter Jackson,Adventure,255119788,The Hobbit: The Battle of the Five Armies,PG-13,17/12/14,144,7.4,Ian McKellen,396797,Fran Walsh,2014
100000000,Paramount Pictures,USA,Brett Ratner,Action,72688614,Hercules,PG-13,25/07/14,98,6,Dwayne Johnson,125393,Ryan Condal,2014
80000000,TriStar Pictures,Canada,Paul W.S. Anderson,Action,23219748,Pompeya,PG-13,21/02/14,100,5.5,Kit Harington,92503,Janet Scott Batchler,2014
125000000,Color Force,USA,Francis Lawrence,Action,337135885,The Hunger Games: Mockingjay - Part 1,PG-13,21/11/14,123,6.7,Jennifer Lawrence,341715,Peter Craig,2014
44000000,Columbia Pictures,USA,Evan Goldberg,Comedy,6105175,The Interview,R,24/12/14,112,6.6,James Franco,267070,Dan Sterling,2014
90000000,Lionsgate,USA,Patrick Hughes,Action,39322544,The Expendables 3,PG-13,15/08/14,126,6.1,Sylvester Stallone,141488,Sylvester Stallone,2014
3300000,Corner Producciones,Argentina,Damián Szifron,Comedy,3107072,Relatos salvajes,R,04/12/14,122,8.1,Darío Grandinetti,118272,Damián Szifron,2014
25000000,Asis Productions,South Africa,Phillip Noyce,Drama,45089048,El dador de recuerdos,PG-13,15/08/14,97,6.5,Brenton Thwaites,96205,Michael Mitnick,2014
1600000,Unison Films,New Zealand,Jemaine Clement,Comedy,3333000,Entrevista con unos vampiros,R,13/02/15,86,7.6,Jemaine Clement,90970,Jemaine Clement,2014
110000000,Warner Bros.,USA,Noam Murro,Action,106580051,300: Rise of an Empire,R,07/03/14,102,6.2,Sullivan Stapleton,242932,Zack Snyder,2014
8000000,Broad Green Pictures,USA,Ramin Bahrani,Drama,1410915,99 Homes,R,09/10/15,112,7.1,Andrew Garfield,22416,Ramin Bahrani,2014
40000000,Twentieth Century Fox Film Corporation,USA,Nick Cassavetes,Comedy,83911193,The Other Woman,PG-13,25/04/14,109,6,Cameron Diaz,113167,Melissa Stack,2014
160000000,Warner Bros.,USA,Gareth Edwards,Action,200676069,Godzilla,PG-13,16/05/14,123,6.4,Aaron Taylor-Johnson,323734,Max Borenstein,2014
50000000,Lucamar Productions,USA,Rob Marshall,Adventure,128002372,Into the Woods,PG,25/12/14,125,6,Anna Kendrick,112609,James Lapine,2014
11000000,Aldamisa Entertainment,USA,Jon Favreau,Comedy,30640336,Chef,R,30/05/14,114,7.3,Jon Favreau,156375,Jon Favreau,2014
140000000,Chernin Entertainment,UK,Ridley Scott,Action,65014513,Exodus: Gods and Kings,PG-13,12/12/14,150,6,Christian Bale,140323,Adam Cooper,2014
40000000,Bluegrass Films,USA,Seth MacFarlane,Comedy,43139300,A Million Ways to Die in the West,R,30/05/14,116,6.1,Seth MacFarlane,147947,Seth MacFarlane,2014
65000000,Aldamisa Entertainment,USA,Frank Miller,Crime,13757804,Sin City: A Dame to Kill For,R,22/08/14,102,6.5,Mickey Rourke,126091,Frank Miller,2014
70000000,Universal Pictures,USA,Gary Shore,Action,56280355,Dracula Untold,PG-13,10/10/14,92,6.3,Luke Evans,152210,Matt Sazama,2014
65000000,3 Arts Entertainment,USA,Angelina Jolie,Biography,115637895,Unbroken,PG-13,25/12/14,137,7.2,Jack O'Connell,117590,Joel Coen,2014
95000000,Beijing Skywheel Entertainment Co.,USA,Sergei Bodrov,Action,17223265,Seventh Son,PG-13,06/02/15,102,5.5,Ben Barnes,61441,Charles Leavitt,2014
1000000,Bazelevs Production,USA,Levan Gabriadze,Drama,31537320,Unfriended,R,17/04/15,83,5.6,Heather Sossaman,52922,Nelson Greaves,2014
48000000,EuropaCorp,France,Olivier Megaton,Action,89256424,Búsqueda implacable 3,PG-13,09/01/15,109,6,Liam Neeson,149069,Luc Besson,2014
40000000,Gulfstream Pictures,USA,Frank Coraci,Comedy,46294610,Blended,PG-13,23/05/14,117,6.5,Adam Sandler,96218,Ivan Menchell,2014
26000000,DiNovi Pictures,USA,Michael Hoffman,Drama,26761283,The Best of Me,PG-13,17/10/14,118,6.7,James Marsden,51322,J. Mills Goodloe,2014
4000000,IFC Productions,USA,Richard Linklater,Drama,25379975,Boyhood,R,15/08/14,165,7.9,Ellar Coltrane,293068,Richard Linklater,2014
65000000,Marcy Media,USA,Will Gluck,Comedy,85911262,Annie,PG,19/12/14,118,5.3,Quvenzhané Wallis,28204,Will Gluck,2014
40000000,Columbia Pictures,USA,Jake Kasdan,Comedy,38543473,Sex Tape,R,18/07/14,94,5.1,Jason Segel,92074,Kate Angelo,2014
20000000,Ghoulardi Film Company,USA,Paul Thomas Anderson,Comedy,8110975,Inherent Vice,R,09/01/15,148,6.7,Joaquin Phoenix,72027,Paul Thomas Anderson,2014
1000000,Fewlas Entertainment,USA,Leigh Janiak,Horror,9168,Honeymoon,R,12/09/14,87,5.7,Rose Leslie,20262,Phil Graziadei,2014
60000000,Paramount Pictures,USA,Kenneth Branagh,Action,50577412,Jack Ryan: Shadow Recruit,PG-13,17/01/14,105,6.2,Chris Pine,105471,Adam Cozad,2014
15000000,Bob Industries,USA,Jean-Marc Vallée,Adventure,37880356,Wild,R,19/12/14,115,7.1,Reese Witherspoon,98839,Nick Hornby,2014
3000000,SModcast Pictures,USA,Kevin Smith,Comedy,1821983,Tusk,R,19/09/14,102,5.4,Justin Long,35556,Kevin Smith,2014
66000000,DreamWorks,USA,Scott Waugh,Action,43577636,Need for Speed,PG-13,14/03/14,132,6.5,Aaron Paul,145738,George Gatins,2014
50000000,Reel FX Creative Studios,USA,Jorge R. Gutiérrez,Animation,50151543,The Book of Life,PG,17/10/14,95,7.3,Diego Luna,51976,Jorge R. Gutiérrez,2014
18000000,Good Universe,USA,Nicholas Stoller,Comedy,150157400,Neighbors,R,09/05/14,97,6.3,Seth Rogen,242874,Andrew Jay Cohen,2014
100000000,Metro-Goldwyn-Mayer (MGM),USA,José Padilha,Action,58607007,RoboCop,PG-13,12/02/14,117,6.2,Joel Kinnaman,193792,Joshua Zetumer,2014
127000000,Twentieth Century Fox Film Corporation,UK,Shawn Levy,Adventure,113746621,Night at the Museum: Secret of the Tomb,PG,19/12/14,98,6.2,Ben Stiller,78239,David Guion,2014
